gripper_type,object_type,rel_x,rel_y,rel_z,roll,pitch,yaw,success
TwoFingerGripper,Cube,1.5352568448341584,0.6296800118600905,1.0777067516552294,0.005168700589454899,0.5812195040477425,-2.742941855292594,1
TwoFingerGripper,Cube,-0.09193596894175125,0.3054890558103837,1.9356308614934337,-0.11676776927544516,1.3761652912177191,-1.2289262046573688,1
TwoFingerGripper,Cube,0.6789976449348445,-0.7024344291135498,1.7063886165975612,-0.14377697629238848,1.1552200024776245,2.317530538046542,0
TwoFingerGripper,Cube,-1.4298261064684552,0.20463452137438587,1.3446122415055508,-0.14955534052333913,0.7781986826587897,-0.04869515102755544,0
TwoFingerGripper,Cube,-0.9822118097264322,0.3133122899862364,1.6750343349159413,-0.020272455766760972,1.007237763751616,-0.31641879556755526,0
TwoFingerGripper,Cube,-0.012921624188660332,-0.5099404505191444,1.895093370892057,-0.034108445675217536,1.3495292939511228,1.4512999790814178,0
TwoFingerGripper,Cube,-0.14970928604116482,-0.17131101305428753,1.948256517151783,0.1016956848268731,1.520002067350434,0.7574489905245162,0
TwoFingerGripper,Cube,0.0082918769763478,0.047783327754683615,1.96065066355049,0.09819039193682685,1.4778740315380434,-1.7517496710548164,0
TwoFingerGripper,Cube,1.2629318062420167,-0.11564884631368935,1.5077278833322905,0.0787382901897793,0.9736754915687515,3.109208505942132,0
TwoFingerGripper,Cube,-0.06263284382608085,-0.009319255954375192,1.9602360703626789,0.1126753978528296,1.4691078777399063,0.1859432202127912,0
TwoFingerGripper,Cube,0.2136561754639371,0.5627207331098794,1.868513362701911,-0.14334869414849824,1.2301856051559554,-1.864998426539534,1
TwoFingerGripper,Cube,-0.9585164773025177,0.3203834454281908,1.6871009879225018,0.09592597434059674,1.0946858480375927,-0.37803945529211624,1
TwoFingerGripper,Cube,1.0601048838705454,-0.04524183118403747,1.6565649334432502,-0.06627851496429837,1.0492003120639035,3.1367329769394154,0
TwoFingerGripper,Cube,-0.16145376721648153,0.6284153854594728,1.8530703612956128,-0.006687985040417556,1.3021051176030016,-1.2307879672119797,0
TwoFingerGripper,Cube,0.24313625706574357,0.31131038696490937,1.9218434019181567,-0.03137633025547921,1.331905730215733,-2.2087382036952894,0
TwoFingerGripper,Cube,1.6104802908828781,0.08513354940694541,1.1440766514817884,-0.0871220587174327,0.5742316623523461,-3.106925299033129,0
TwoFingerGripper,Cube,0.1839981006907966,-0.6210991788697658,1.8534280671791312,-0.08529631045759509,1.1884292301651431,1.7701417113719777,1
TwoFingerGripper,Cube,1.2556778412944842,-0.16844125353494155,1.5087853575158447,0.03589708048458175,0.7849363804689387,2.933049927798531,0
TwoFingerGripper,Cube,0.37697215385694177,-0.5975669717051599,1.8322827404529145,0.05969162375616336,1.1212130265865237,2.0434981403544836,0
TwoFingerGripper,Cube,-0.02314351124475147,0.022542984724399945,1.9609777779449487,0.0613948085274861,1.5537329669152997,-0.6910472257862053,1
TwoFingerGripper,Cube,0.09397691361639629,1.5551697468000092,1.2152784277425626,-0.058717214926628174,0.6923684724490518,-1.5809792440577997,0
TwoFingerGripper,Cube,-1.187161551299127,-0.03832752117553342,1.5703312143936294,0.07187646160922566,0.9807784880195654,0.11089657595712621,0
TwoFingerGripper,Cube,-0.7004110789684947,0.8786113134786606,1.6157678644527613,-0.13563440629937443,0.9986148627292509,-0.8061753332291567,1
TwoFingerGripper,Cube,0.16027284200093453,0.09572826058819715,1.9525068544660102,-3.0467565200347204,1.566163983470205,0.4836534422748461,0
TwoFingerGripper,Cube,1.498371201846833,-0.5038658837215741,1.1863928664078591,0.1479131914165461,0.737501884134475,2.775650051273224,0
TwoFingerGripper,Cube,-1.2263839024395407,-0.6613229290287247,1.3960329889071443,-0.020817937216078226,0.8128986890892024,0.4391085376737491,0
TwoFingerGripper,Cube,1.044084992535735,-1.1278963647589193,1.2409794013089186,0.13036438634060973,0.714740901488827,2.3078239534864085,1
TwoFingerGripper,Cube,0.19297146689282926,1.1414928746989639,1.592114618587504,-0.0001567245535703402,0.9642768946561577,-1.6849884511200786,0
TwoFingerGripper,Cube,1.6235007286558076,0.33813877852083046,1.079231372062318,-0.05827194755604203,0.5486379182359734,-2.998779191243815,0
TwoFingerGripper,Cube,0.18822504522483172,1.2000346490271114,1.5501025661500734,0.028443760737437176,0.8869434526876763,-1.6830871877647753,0
TwoFingerGripper,Cube,-1.4758341673836695,-0.15159656091565327,1.3024814518124994,-0.13201612060600987,0.6827238168682986,0.07317290472529527,0
TwoFingerGripper,Cube,0.22717692423117547,-1.5158297808443468,1.2460153020160545,0.12734956026019112,0.7047302435166832,1.7825280406460822,1
TwoFingerGripper,Cube,-0.13674320465116477,0.9076851582416343,1.7381486533265051,0.12220136662657982,1.1171143530665237,-1.5140752349330153,0
TwoFingerGripper,Cube,0.3498205408022109,-0.46655579500545946,1.8743386555104313,0.07971746788573313,1.3242402473201562,2.2136888235846066,1
TwoFingerGripper,Cube,-0.36876744600063843,-0.26809070572595955,1.9085799838158073,-0.010038736345716132,1.244655146913246,0.5370656774101792,0
TwoFingerGripper,Cube,0.8676681725142681,1.1946991842502472,1.3102554329511538,0.0902790865336836,0.7670001893961421,-2.100842693315264,1
TwoFingerGripper,Cube,0.250236672297033,1.3951572196161395,1.3722376785287795,0.1009447508436132,0.8778318779224069,-1.694791382205982,0
TwoFingerGripper,Cube,0.005218649995541414,0.012948236267778248,1.9611900249305034,3.0027007655322615,1.5547042053231481,1.1985868729181648,0
TwoFingerGripper,Cube,-0.15340464351208433,0.6480361372817665,1.8471115201614112,0.13467440128129998,1.2289027358926612,-1.40115920021425,0
TwoFingerGripper,Cube,-0.41353863109288796,0.41718570723557813,1.8730289771546322,-0.040680517068902036,1.3088924638813253,-0.7865562494461011,1
TwoFingerGripper,Cube,-1.2459631954021164,0.3700772415976537,1.48131057360156,0.06138363040449209,0.9202953823649221,-0.34488267853992544,0
TwoFingerGripper,Cube,1.254350109670213,0.9296808982379542,1.2111585052932452,0.1261874640615498,0.7297668616972587,-2.4642043999532746,0
TwoFingerGripper,Cube,-0.09353833229993269,0.1021401953118853,1.9564374736639938,0.09356543257349584,1.4724792848966193,-0.8587439943791425,1
TwoFingerGripper,Cube,1.289907258941941,-0.17657337935536316,1.4794485291286956,0.11514012125806965,0.9071854375593751,2.9620756048358654,0
TwoFingerGripper,Cube,-0.5087718650247415,-1.1702899166311678,1.5012299107459062,0.09855937201851513,0.9282656684879766,1.2260264366256808,0
TwoFingerGripper,Cube,-0.12822278178634539,-0.05244637424991555,1.9564350483910486,0.0051291942625045234,1.5654098012843216,0.3269075791693794,0
TwoFingerGripper,Cube,-0.9025552143347632,0.5382047441698644,1.6629231026121758,-0.12417501529316091,0.994049816096136,-0.5710577099653064,1
TwoFingerGripper,Cube,1.5620311115154075,0.09580918500237243,1.2065817843709767,-0.06669026241022658,0.671640009664091,3.1328385449780694,0
TwoFingerGripper,Cube,-1.3873268719629828,-0.15402107704394333,1.393580076785808,-0.05427284622429953,0.8350272842292755,0.09788428795243856,0
TwoFingerGripper,Cube,-0.025037663649002083,-0.0413386435481704,1.9606547185781023,-3.125051502967644,1.5222405690230734,-2.085584088530187,1
TwoFingerGripper,Cube,0.7240175711106921,-0.6687329569279944,1.7015245325841437,0.1261967092017177,1.0966246919944322,2.304512861677901,1
TwoFingerGripper,Cube,-0.08917689354793125,0.10025452155870293,1.9567328025476152,3.1078409483282856,1.5498889460294596,2.3492751561307874,0
TwoFingerGripper,Cube,1.4259742531438633,0.044590206513968014,1.3628839870639191,-0.14088092104953548,0.757295223168921,-3.0248139713576934,0
TwoFingerGripper,Cube,-0.4941363468905298,0.063728804017489,1.8981868319104787,0.017787780930270527,1.2203246331280602,-0.1618740168948192,0
TwoFingerGripper,Cube,-0.3159766083283657,0.7915414964494782,1.7705537400897169,-0.12858054352724177,1.084422321168835,-1.2720144916509462,0
TwoFingerGripper,Cube,0.5659736800241757,-1.2025285361406415,1.455761714091087,-0.13784266767285358,0.8814721168161456,1.9895871725503975,1
TwoFingerGripper,Cube,-0.25905323215694237,-0.44190389026159405,1.8945292940755014,-0.02222660928483817,1.38332853778274,0.9836086554182606,0
TwoFingerGripper,Cube,1.294017667867575,1.0706330406475673,1.047177675206274,0.01724736741233525,0.5567253533208792,-2.453570045452373,0
TwoFingerGripper,Cube,-0.9025822443186287,-0.6383987413026464,1.6279097879588849,-0.11297938545226674,0.9680309697692943,0.5800312158679573,0
TwoFingerGripper,Cube,1.419901588161605,0.53691260892839,1.263392530588494,0.05726832321308402,0.6670766511921784,-2.7720034987803124,0
TwoFingerGripper,Cube,0.9272354301631633,0.8129702189540376,1.535822476663032,0.005794681506580054,0.9266937935623674,-2.4363106798306626,0
TwoFingerGripper,Cube,0.4088319367624234,0.6746116790625869,1.7991058683725563,0.13121949279160214,1.110629208761623,-2.10490603817219,0
TwoFingerGripper,Cube,-0.6484900354740399,1.5665939863257154,1.0220139214297255,0.020702384625773233,0.6014135091209855,-1.1469769582751144,0
TwoFingerGripper,Cube,0.7954644745696763,-0.6649203157201574,1.671536124773512,-0.05699792587665667,1.0626702577442975,2.3754195959880278,1
TwoFingerGripper,Cube,-1.1346385018918348,-0.052031204021545915,1.6074125266902053,0.12043206128119698,1.0144327298734424,-0.0014254815142031355,0
TwoFingerGripper,Cube,1.420211965984442,-0.02289045247241695,1.369242360514762,-0.010354516257107031,0.7186253165267964,-3.076398158644493,0
TwoFingerGripper,Cube,1.5597731812490554,-0.7263264077086075,0.9808256738136883,0.05631702612790548,0.5335872862586029,2.767811256984142,0
TwoFingerGripper,Cube,-0.37757873828014027,1.081600755543516,1.6006209991009757,0.11892648789416031,1.0082153117434671,-1.1591301030531962,0
TwoFingerGripper,Cube,0.37714972704249067,-1.125079767399703,1.5711933039236823,0.04207183216883807,0.8688569005062535,1.9532632103730223,0
TwoFingerGripper,Cube,-0.04110430163055507,-0.16784674145829503,1.953759242911024,-0.06779895188725973,1.4913489088057974,1.4234574017136057,0
TwoFingerGripper,Cube,-1.528776006969522,-0.06030233833483595,1.2493410961605274,0.019628049198804367,0.6417290835901118,0.07947271035805589,0
TwoFingerGripper,Cube,-0.304361720239598,0.08787770880201244,1.9359897278457683,-0.08067930347590084,1.3481936474392973,-0.2739601173872333,0
TwoFingerGripper,Cube,-0.09086844907336596,-0.029373984217489997,1.9589574689968936,0.06197864015132713,1.551879557988297,0.36057157313560323,0
TwoFingerGripper,Cube,0.34103283593595446,-1.0785544999023042,1.610607374322431,0.09585089380173907,0.9077725013189847,1.9372128649272988,0
TwoFingerGripper,Cube,-0.7510829021200096,0.09645995235515244,1.8123384134574103,-0.06698918652206111,1.1910168198591018,-0.10186372792212303,0
TwoFingerGripper,Cube,-0.49172236894771415,-0.18977072718658014,1.8905381362595577,-0.005108966808274285,1.2696136843779569,0.2916219389910241,0
TwoFingerGripper,Cube,-0.15270779111183586,0.3866478902690962,1.917557672185291,0.08669872676553948,1.3828467124623662,-1.181617795131976,0
TwoFingerGripper,Cube,0.6149055136542455,1.5630979507530014,1.046879626599943,-0.032991167245499914,0.5472683932414216,-1.9110050028328556,0
TwoFingerGripper,Cube,1.018100885579925,0.5749863017689001,1.5838482416808075,-0.050487929224149006,0.8806782893694279,-2.530026319887645,1
TwoFingerGripper,Cube,-0.5693906397934573,-0.2708200208947716,1.859251070325907,-0.12373548015786215,1.2957186622887262,0.3708896219660627,1
TwoFingerGripper,Cube,-0.08764327347747719,-1.4508681977238438,1.3350291803172016,-0.13678246629697746,0.705098995779164,1.5115926029089937,0
TwoFingerGripper,Cube,-0.04157550140726706,0.15653248327592945,1.9546702240733536,0.11667936191838962,1.5121083776998174,-1.289155536837595,0
TwoFingerGripper,Cube,-0.5849652311545896,-1.0194278302466446,1.5794422437017808,-0.09347954967197297,0.8457562604159827,1.0184338301210445,0
TwoFingerGripper,Cube,-0.5625551685938346,0.14174115398774326,1.8752505466503526,-0.14570288779261847,1.3078406201464154,-0.2032596159193896,0
TwoFingerGripper,Cube,-0.18664729132042007,-1.3004692462539926,1.469198503301875,0.0689818691566405,0.8693723534092456,1.499048538560007,0
TwoFingerGripper,Cube,0.011279385221334278,-0.33319186873285356,1.9332569938985968,-0.06307515866589461,1.4547690695918336,1.619789030021767,1
TwoFingerGripper,Cube,-1.138252569529628,-0.43617737795085176,1.5468397027183312,0.13814603162189693,0.8824250901684435,0.3406647744861718,0
TwoFingerGripper,Cube,-1.0139062418280569,1.1831498719059945,1.2150928877886567,0.126916246501933,0.6275414548713178,-0.9515776700386563,0
TwoFingerGripper,Cube,-0.047426476332761223,-1.1625061605156946,1.5879932701891857,0.06515264320127209,0.9953971509995513,1.6258286118165874,0
TwoFingerGripper,Cube,0.6245880104313868,-0.393221170199724,1.820073553455122,0.09226829673585388,1.1513629842450575,2.507477486611552,1
TwoFingerGripper,Cube,-1.3924327635759521,-0.7794539292625726,1.1668848851360394,0.11819639613534388,0.7366241808448459,0.4895545437123733,0
TwoFingerGripper,Cube,0.4576465033387988,-0.9960044474091857,1.6341209420589768,0.015233113855269211,0.9229863912212033,2.029255506031406,0
TwoFingerGripper,Cube,0.612532301584134,-0.8245048980034131,1.6773377879501044,-0.03993018392321534,1.0081237175679505,2.282075164007085,1
TwoFingerGripper,Cube,0.7946244917204792,1.1210641082835084,1.414437664543058,0.12100910097809857,0.8234593211702198,-2.2545930097268685,0
TwoFingerGripper,Cube,-0.10057430121379154,-1.1468681713203586,1.5966525030412544,-0.05567194300733848,1.0031205863626207,1.4375965110655191,0
TwoFingerGripper,Cube,1.5188804908744822,0.08739808005917418,1.259454353255248,-0.11956603538222428,0.7285696612584281,-3.0590230787067303,0
TwoFingerGripper,Cube,0.4621560518659026,0.04748772126479681,1.9065296615640064,-0.03688945480766329,1.295690156602433,-2.9654148238982545,0
TwoFingerGripper,Cube,1.3860668374901772,0.3262089101039005,1.3656626261447276,0.06701096542941502,0.7613165311635092,-2.9550034149748288,0
TwoFingerGripper,Cube,0.0002238011488180778,0.009191672054593555,1.961217614814329,3.053459832172476,1.5239874998049503,1.5562763285206689,0
TwoFingerGripper,Cube,-1.5841033513867857,0.3884090934580121,1.1187165332629652,0.015477845223401752,0.6084075527879539,-0.23778973012073998,0
TwoFingerGripper,Cube,0.7280224686592706,-0.4723094927786302,1.7631563507303059,0.10525696927101492,1.2186704088958569,2.6343793803469193,0
TwoFingerGripper,Cube,-0.7141752896270703,1.194745008008978,1.3973925947738544,-0.04818216482915815,0.724236091082837,-1.0867731927514852,0
TwoFingerGripper,Cube,0.038423931826601476,-0.3343322010381679,1.932721831900722,-0.115015647049938,1.4673457761101605,1.586278765570506,1
TwoFingerGripper,Cube,-0.06136876330074975,1.4663259348102888,1.319959516142382,0.12516186405558166,0.740842605281542,-1.5072576285765136,0
TwoFingerGripper,Cube,0.2531820916671881,-0.11198869883935401,1.9419854213975096,-0.07452248618148492,1.4296411748205042,2.8169778481251777,0
TwoFingerGripper,Cube,0.7991538497896754,-1.19917407791787,1.3480821156397638,-0.083994989291507,0.8458765745223458,2.0968152253843826,0
TwoFingerGripper,Cube,-0.015548675132549717,-0.37740349626569547,1.9252460858077953,-0.0002582158164875726,1.3696469948947083,1.5103559488166682,0
TwoFingerGripper,Cube,0.020397048206754757,1.2198119599697184,1.5460550461124904,0.12552932046851265,0.8347068216837998,-1.607899674303222,0
TwoFingerGripper,Cube,-0.27242594440194234,0.007814126878250545,1.9425824980129491,-0.04181683734191842,1.5314867599308495,-0.006240930393346582,0
TwoFingerGripper,Cube,0.5622239897104209,0.5216539172835195,1.808339536326912,-0.12853976087739782,1.1883033713669828,-2.469110982348132,1
TwoFingerGripper,Cube,-0.48095039920294214,1.0474843364544473,1.5956999049870177,-0.09908069981303058,0.9093229758097255,-1.1325549694693762,0
TwoFingerGripper,Cube,0.5032048362624375,-1.6382817400303726,0.9921693559974741,0.07153177523694473,0.4506222035754809,1.9244638316563683,0
TwoFingerGripper,Cube,0.002438438103920546,-0.006248258586722857,1.9612275009658686,3.027053416509086,1.5531589477158048,-1.2253176176721599,1
TwoFingerGripper,Cube,-0.7255855437718282,0.5007504199671581,1.7564475589119615,0.13563409863125708,1.1588653975526195,-0.5195749286176455,1
TwoFingerGripper,Cube,-0.8549704053329485,-0.431634642453085,1.7170055402102433,0.05187951641367619,1.1191809653185516,0.36991139842015913,0
TwoFingerGripper,Cube,-0.10293388064286238,-0.03669084777387313,1.9582511182562454,0.06643661942051249,1.5016385311413125,0.4367621576922368,1
TwoFingerGripper,Cube,-0.5317348581574771,-0.8284405895937184,1.7021994699314489,-0.11596936655625038,1.0330380752298327,0.9876096960062946,0
TwoFingerGripper,Cube,0.5883611977608136,-0.36597503655519564,1.8373766423230238,0.09000374289580859,1.1770067962022048,2.635962863328996,0
TwoFingerGripper,Cube,0.26432096308585856,-0.10793430602099925,1.9407550098161923,0.08136811682309306,1.4835874470601527,2.85321362600577,0
TwoFingerGripper,Cube,-0.1901078999914278,0.03607826405138114,1.9518560846785553,0.13461420162493187,1.4025563154900889,-0.11077343599523884,0
TwoFingerGripper,Cube,0.2230000901830242,-1.0294762857193507,1.661370971883458,0.021297471770612923,1.0057578691108127,1.8227179259733157,0
TwoFingerGripper,Cube,-0.04722739647204873,-0.6829060801069888,1.8404430423500706,-0.09222855756124367,1.194723257400438,1.4219141150029007,1
TwoFingerGripper,Cube,-0.5370452618367471,0.09369179972258207,1.8855059217697832,-0.002949916802069097,1.205986362473432,-0.2575943781516419,0
TwoFingerGripper,Cube,0.1032502342149073,-0.2360505217136995,1.9445741930706084,-0.14369515207252526,1.4054138968982393,1.8871444026425384,0
